person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file
25.0,0,2,163130.0,7,2,16000.0,1,11.01,0.1,3.0,636,0
22.0,1,1,65575.0,0,3,6000.0,6,7.42,0.09,3.0,623,0
24.0,1,3,85124.0,6,3,4000.0,1,13.49,0.05,4.0,616,0
38.0,1,3,92128.0,16,2,18125.0,4,14.84,0.2,12.0,595,0
25.0,1,1,26816.0,0,3,7500.0,2,11.34,0.28,2.0,551,0
24.0,1,3,107319.0,0,4,24000.0,2,11.01,0.22,2.0,600,0
23.0,1,3,101729.0,0,2,7000.0,5,6.92,0.07,2.0,578,0
28.0,1,1,70519.0,7,3,6000.0,4,12.42,0.09,6.0,541,0
39.0,0,3,37202.0,14,4,5000.0,1,12.81,0.13,13.0,690,0
23.0,1,3,63278.0,0,4,9250.0,2,13.16,0.15,3.0,545,0
31.0,0,1,87276.0,9,2,5785.0,6,8.17,0.07,10.0,591,0
24.0,1,3,51572.0,0,3,6000.0,4,14.96,0.12,3.0,608,0
23.0,1,2,29553.0,0,3,3000.0,4,11.12,0.1,5.0,648,0
31.0,0,2,66882.0,11,3,10000.0,2,10.47,0.15,10.0,692,0
22.0,1,2,22614.0,0,3,3000.0,1,11.01,0.13,2.0,579,0
36.0,1,1,92453.0,9,3,16000.0,2,8.94,0.17,12.0,651,0
24.0,1,4,72728.0,1,3,3500.0,6,11.86,0.05,4.0,691,0
21.0,0,4,29967.0,0,3,2000.0,6,11.14,0.07,4.0,599,0
22.0,1,2,65786.0,0,3,8075.0,2,13.06,0.12,3.0,543,0
33.0,0,1,174001.0,12,2,5000.0,2,8.9,0.03,10.0,665,0
36.0,1,1,144923.0,15,2,30000.0,2,9.87,0.21,13.0,706,0
26.0,0,1,81238.0,3,3,25000.0,3,15.21,0.31,2.0,531,0
27.0,0,1,49135.0,7,3,3000.0,3,7.05,0.06,8.0,639,0
25.0,1,1,49047.0,1,3,5600.0,2,14.61,0.11,4.0,635,0
30.0,0,3,28479.0,7,3,1000.0,3,11.49,0.04,5.0,673,0
33.0,1,1,69212.0,9,2,15000.0,6,10.39,0.22,7.0,660,0
29.0,0,2,101273.0,11,3,15000.0,4,13.43,0.15,10.0,638,0
37.0,0,3,53677.0,14,2,5000.0,3,7.49,0.09,13.0,694,0
32.0,1,3,245848.0,13,4,25000.0,6,11.12,0.1,5.0,617,0
30.0,1,1,45250.0,10,4,10000.0,1,6.03,0.22,10.0,656,0
26.0,1,2,73080.0,3,2,12000.0,4,10.42,0.16,3.0,676,0
29.0,1,3,29707.0,6,3,5000.0,3,10.74,0.17,10.0,664,0
26.0,0,4,65991.0,1,3,2400.0,6,9.32,0.04,3.0,600,0
21.0,1,4,63326.0,0,3,1500.0,6,11.99,0.02,3.0,711,0
28.0,0,2,42847.0,6,3,4250.0,3,14.7,0.1,6.0,619,0
23.0,1,1,45239.0,0,2,10000.0,6,7.74,0.22,3.0,685,0
23.0,0,1,117250.0,0,3,30000.0,1,10.65,0.26,2.0,652,0
26.0,1,4,37163.0,2,3,11700.0,2,11.71,0.31,2.0,610,0
33.0,0,2,84962.0,8,3,9000.0,4,11.58,0.11,5.0,676,0
23.0,1,2,39689.0,0,3,4000.0,6,7.68,0.1,3.0,565,0
22.0,1,4,78905.0,4,3,8000.0,6,6.54,0.1,4.0,647,0
29.0,1,1,75787.0,7,2,12000.0,1,10.81,0.16,8.0,574,0
28.0,0,2,51418.0,4,3,1281.0,2,5.97,0.02,5.0,666,0
26.0,1,3,241030.0,3,2,15000.0,6,14.79,0.06,3.0,626,0
22.0,1,2,65692.0,3,2,5000.0,6,15.62,0.08,2.0,517,0
22.0,1,3,74488.0,3,2,12000.0,2,13.49,0.16,4.0,533,0
25.0,0,3,58205.0,5,2,20000.0,4,11.52,0.34,6.0,652,0
24.0,1,2,102803.0,1,3,15000.0,2,13.11,0.15,3.0,579,0
23.0,1,3,43990.0,0,3,12250.0,3,11.01,0.28,3.0,640,0
24.0,1,3,29666.0,2,3,3994.0,1,12.62,0.13,3.0,696,0
35.0,1,1,121797.0,14,2,25000.0,3,10.59,0.21,8.0,542,0
40.0,1,2,49109.0,16,4,10000.0,6,11.01,0.2,16.0,698,0
32.0,0,4,79158.0,8,2,8000.0,3,11.01,0.1,5.0,639,0
30.0,0,2,65866.0,11,3,4425.0,3,17.49,0.07,9.0,577,0
29.0,1,4,56312.0,5,3,4631.0,4,12.81,0.08,8.0,632,0
34.0,0,4,77929.0,15,2,6400.0,6,8.0,0.08,9.0,685,0
23.0,0,1,75796.0,0,3,14000.0,5,10.99,0.18,4.0,651,0
30.0,0,2,227919.0,7,2,16000.0,4,16.35,0.07,8.0,685,0
27.0,1,1,75264.0,7,2,15000.0,5,11.01,0.2,8.0,662,0
24.0,0,2,85367.0,0,4,24087.0,3,10.04,0.28,4.0,704,0
26.0,0,4,90906.0,7,3,12000.0,1,10.37,0.13,4.0,670,0
38.0,0,2,91037.0,14,2,20000.0,1,11.36,0.22,11.0,656,0
25.0,1,1,25919.0,3,3,2800.0,4,15.21,0.11,4.0,607,0
22.0,1,3,35693.0,1,2,5000.0,1,9.25,0.14,4.0,576,0
25.0,1,1,19955.0,1,3,3200.0,3,9.32,0.16,4.0,553,0
23.0,1,2,57737.0,0,3,4000.0,6,12.53,0.07,4.0,680,0
25.0,0,2,101923.0,2,2,4303.0,3,10.25,0.04,4.0,637,0
24.0,1,3,84742.0,3,2,3000.0,6,6.39,0.04,3.0,643,0
24.0,1,3,90129.0,3,3,3500.0,2,7.29,0.04,3.0,645,0
28.0,0,1,85931.0,5,3,3200.0,4,14.61,0.04,5.0,617,0
25.0,0,3,103597.0,2,2,5000.0,5,11.14,0.05,3.0,611,0
30.0,0,2,79413.0,9,2,12000.0,3,7.66,0.15,7.0,683,0
24.0,1,1,107342.0,6,2,10000.0,3,11.49,0.09,4.0,651,0
44.0,1,3,45484.0,20,3,3500.0,3,12.87,0.08,13.0,622,0
24.0,1,2,118634.0,2,3,10000.0,4,7.51,0.08,4.0,587,0
26.0,0,2,44024.0,4,2,4500.0,4,10.59,0.1,2.0,673,0
31.0,1,1,51582.0,6,3,6000.0,1,13.44,0.12,10.0,647,0
24.0,1,3,85055.0,2,3,6425.0,2,13.72,0.08,2.0,631,0
23.0,1,4,51118.0,0,4,6500.0,1,6.03,0.13,2.0,679,0
30.0,1,1,65674.0,8,2,24000.0,4,18.72,0.37,8.0,611,0
24.0,0,1,43111.0,3,3,5662.0,6,12.26,0.13,3.0,602,0
24.0,0,3,136330.0,2,2,8600.0,5,13.11,0.06,4.0,659,0
22.0,0,3,144904.0,0,3,24000.0,6,9.91,0.17,4.0,638,0
27.0,1,1,60745.0,2,3,8400.0,1,11.01,0.14,5.0,642,0
26.0,0,1,72948.0,4,4,9800.0,1,11.01,0.13,4.0,634,0
22.0,1,2,27045.0,0,3,1600.0,3,11.01,0.06,4.0,547,0
24.0,1,4,55552.0,0,2,6000.0,1,5.79,0.11,3.0,558,0
25.0,1,1,79222.0,1,3,4200.0,5,11.01,0.05,2.0,490,0
25.0,1,3,34338.0,2,3,1500.0,2,11.89,0.04,3.0,588,0
25.0,0,3,210838.0,4,2,7839.0,6,12.45,0.04,4.0,645,0
26.0,1,3,90941.0,2,3,4000.0,3,12.65,0.04,2.0,618,0
28.0,0,1,35926.0,8,3,4800.0,1,15.23,0.13,7.0,601,0
37.0,1,3,72861.0,14,2,12000.0,5,12.73,0.16,15.0,695,0
32.0,0,3,51647.0,10,3,5000.0,5,10.08,0.1,9.0,627,0
24.0,0,3,38134.0,3,3,8000.0,6,7.25,0.21,5.0,522,0
38.0,1,1,192035.0,15,3,25000.0,6,18.09,0.13,15.0,713,0
42.0,0,3,92137.0,22,3,12000.0,6,14.91,0.13,12.0,602,0
24.0,0,3,64902.0,0,2,21000.0,1,10.65,0.32,4.0,681,0
30.0,0,2,123590.0,7,2,12250.0,6,7.66,0.1,8.0,548,0
23.0,1,2,102819.0,1,2,7000.0,5,8.42,0.07,3.0,600,0
28.0,0,4,41290.0,1,3,12000.0,3,7.66,0.29,9.0,604,0
24.0,1,2,74663.0,4,3,12250.0,1,12.23,0.16,4.0,675,0
34.0,1,4,32082.0,9,3,10000.0,1,12.42,0.31,7.0,671,0
36.0,0,1,258024.0,15,2,9400.0,4,15.62,0.04,12.0,699,0
32.0,1,2,900803.0,10,2,30000.0,5,9.91,0.03,8.0,647,0
43.0,0,4,60747.0,18,2,16000.0,3,13.49,0.26,13.0,706,0
27.0,1,3,40493.0,5,3,5000.0,3,15.21,0.12,9.0,629,0
28.0,1,2,168813.0,5,2,10000.0,3,13.95,0.06,8.0,653,0
29.0,1,4,144766.0,9,2,7000.0,3,8.46,0.05,10.0,639,0
23.0,1,4,71696.0,2,2,21600.0,6,11.89,0.3,2.0,655,0
23.0,1,2,39009.0,0,2,1000.0,6,10.59,0.03,2.0,617,0
25.0,1,1,88620.0,5,2,2820.0,2,12.22,0.03,6.0,657,0
28.0,1,1,30075.0,5,3,1500.0,2,13.51,0.05,7.0,654,0
31.0,1,1,163321.0,9,2,15000.0,6,13.85,0.09,9.0,656,0
24.0,1,2,102245.0,0,4,20000.0,3,11.83,0.2,3.0,583,0
29.0,1,2,55102.0,8,3,12000.0,2,12.99,0.22,7.0,676,0
22.0,0,4,18635.0,1,3,1000.0,1,16.29,0.05,5.0,662,0
36.0,0,1,157052.0,16,3,20000.0,6,11.0,0.13,14.0,604,0
28.0,1,1,146233.0,7,2,5400.0,3,5.99,0.04,6.0,661,0
23.0,0,2,79992.0,1,2,4000.0,5,15.62,0.05,4.0,654,0
28.0,1,4,124557.0,4,2,10000.0,1,7.51,0.08,10.0,578,0
22.0,0,1,39901.0,2,2,5000.0,3,7.49,0.13,3.0,656,0
25.0,0,1,58556.0,3,2,14072.0,1,11.01,0.24,6.0,573,0
25.0,1,3,101901.0,3,2,6000.0,1,10.62,0.06,4.0,627,0
29.0,1,1,121050.0,7,3,15000.0,2,9.88,0.12,9.0,695,0
30.0,1,1,112415.0,7,2,18000.0,4,15.23,0.16,9.0,643,0
47.0,1,3,58536.0,26,3,2500.0,2,14.65,0.04,17.0,659,0
22.0,0,1,43700.0,0,3,4000.0,5,5.42,0.09,3.0,634,0
38.0,1,1,59168.0,17,3,19000.0,2,14.96,0.32,16.0,661,0
24.0,1,4,60987.0,4,3,10000.0,1,12.11,0.16,3.0,698,0
26.0,1,4,145343.0,3,2,13000.0,6,10.99,0.09,2.0,594,0
29.0,1,2,75488.0,5,3,1559.0,6,12.87,0.02,6.0,618,0
26.0,0,2,115204.0,5,3,4800.0,5,11.01,0.04,4.0,654,0
24.0,0,4,133231.0,3,3,25000.0,4,15.7,0.19,2.0,675,0
22.0,1,3,82272.0,0,2,9600.0,6,14.96,0.12,4.0,656,0
32.0,0,3,127061.0,8,2,10000.0,6,6.55,0.08,8.0,659,0
38.0,0,3,142830.0,18,2,11400.0,5,10.59,0.08,12.0,546,0
23.0,0,2,144993.0,0,2,6000.0,1,13.06,0.04,4.0,634,0
24.0,1,3,231335.0,0,3,22000.0,2,11.01,0.1,2.0,668,0
25.0,1,1,95822.0,2,3,20331.0,3,7.24,0.21,3.0,631,0
25.0,1,2,58778.0,1,2,3000.0,1,11.99,0.05,4.0,662,0
27.0,0,2,130454.0,5,2,21600.0,6,11.01,0.17,10.0,665,0
27.0,1,2,132710.0,2,3,18000.0,2,9.91,0.14,5.0,644,0
23.0,0,1,48242.0,5,2,2800.0,6,12.87,0.06,4.0,657,0
27.0,0,2,70451.0,6,3,6971.0,1,10.01,0.1,8.0,700,0
29.0,1,1,111340.0,8,2,14000.0,4,6.03,0.13,8.0,653,0
22.0,0,1,31313.0,0,4,5000.0,1,8.37,0.16,2.0,577,0
28.0,1,2,124130.0,4,2,6000.0,2,5.79,0.05,8.0,582,0
22.0,0,2,73675.0,0,2,5300.0,3,11.01,0.07,4.0,528,0
25.0,1,3,63890.0,1,3,7798.0,2,13.91,0.12,2.0,633,0
43.0,0,3,84739.0,24,3,19200.0,2,11.01,0.23,11.0,681,0
23.0,0,3,64066.0,0,2,4000.0,1,10.42,0.06,4.0,638,0
27.0,0,4,58351.0,6,3,2800.0,2,7.49,0.05,5.0,591,0
24.0,1,1,32783.0,1,3,4764.0,3,10.99,0.15,5.0,587,0
30.0,0,2,64980.0,11,3,4000.0,6,6.65,0.06,8.0,660,0
22.0,0,4,67178.0,0,3,5000.0,6,11.01,0.07,3.0,680,0
32.0,1,1,92857.0,11,3,10000.0,2,13.24,0.11,9.0,695,0
24.0,1,4,60975.0,2,2,6000.0,3,6.17,0.1,2.0,660,0
22.0,0,1,58944.0,0,2,3000.0,5,11.01,0.05,2.0,530,0
24.0,0,2,53853.0,2,2,10000.0,3,9.99,0.19,3.0,713,0
29.0,0,1,71791.0,4,3,20000.0,4,19.32,0.28,5.0,631,0
22.0,0,3,37337.0,0,3,10000.0,2,9.63,0.27,4.0,698,0
23.0,0,3,68735.0,2,2,25000.0,4,16.17,0.36,4.0,577,0
29.0,0,3,47758.0,9,3,2000.0,6,15.05,0.04,9.0,590,0
42.0,1,3,53885.0,21,3,8400.0,6,13.57,0.16,13.0,628,0
29.0,1,4,63503.0,4,3,10000.0,3,7.28,0.16,8.0,642,0
22.0,1,3,85240.0,3,2,18000.0,6,14.42,0.21,3.0,672,0
22.0,1,4,66109.0,0,3,3500.0,4,6.39,0.05,3.0,649,0
28.0,1,1,41800.0,7,3,9600.0,5,10.99,0.23,5.0,635,0
24.0,1,2,81240.0,0,4,16000.0,2,12.69,0.2,4.0,702,0
25.0,1,4,205111.0,1,2,3850.0,6,6.17,0.02,4.0,693,0
27.0,0,3,24821.0,6,3,1500.0,1,12.69,0.06,9.0,683,0
26.0,1,4,117484.0,4,3,16000.0,1,12.8,0.14,3.0,632,0
22.0,1,3,56365.0,0,3,10000.0,1,7.29,0.18,3.0,520,0
33.0,0,2,76734.0,11,4,12800.0,6,7.88,0.17,10.0,676,0
22.0,0,3,30872.0,1,3,2050.0,1,10.59,0.07,2.0,613,0
38.0,1,2,107215.0,13,2,15000.0,1,10.39,0.14,14.0,644,0
28.0,0,3,127153.0,7,2,24000.0,5,11.01,0.19,6.0,601,0
22.0,1,3,42201.0,0,3,7200.0,1,7.9,0.17,4.0,586,0
30.0,0,4,109596.0,12,2,10000.0,1,6.91,0.09,8.0,532,0
31.0,0,1,73043.0,8,2,7000.0,1,11.01,0.1,7.0,583,0
26.0,0,1,61171.0,2,3,9000.0,4,7.66,0.15,3.0,540,0
30.0,1,2,107617.0,8,2,7000.0,6,6.62,0.07,6.0,597,0
26.0,0,3,84921.0,0,3,6500.0,1,10.83,0.08,6.0,699,0
24.0,0,2,166610.0,3,3,5000.0,3,13.23,0.03,4.0,678,0
23.0,1,3,28977.0,2,3,4500.0,2,17.99,0.16,3.0,584,0
26.0,0,4,61455.0,3,4,6725.0,1,10.62,0.11,4.0,648,0
23.0,0,4,120365.0,4,2,5500.0,3,14.74,0.05,4.0,688,0
26.0,1,2,192954.0,1,2,18325.0,4,7.49,0.09,3.0,650,0
37.0,1,4,30726.0,14,3,2775.0,4,15.65,0.09,12.0,736,0
31.0,1,3,167935.0,8,3,25000.0,1,15.37,0.15,8.0,611,0
48.0,0,3,65937.0,26,2,2000.0,4,5.99,0.03,16.0,666,0
29.0,1,4,100976.0,3,2,3000.0,6,9.72,0.03,8.0,645,0
30.0,1,2,85323.0,11,2,7000.0,2,8.9,0.08,9.0,721,0
29.0,0,2,40879.0,9,3,5000.0,2,13.79,0.12,10.0,648,0
35.0,1,2,46694.0,11,3,9000.0,5,14.65,0.19,8.0,572,0
23.0,1,2,69680.0,1,3,2419.0,5,14.34,0.03,3.0,671,0
21.0,0,4,44152.0,0,3,10000.0,6,10.62,0.23,3.0,494,0
22.0,0,2,83821.0,1,3,8650.0,6,11.49,0.1,4.0,477,0
22.0,0,4,63645.0,2,2,14825.0,5,15.62,0.23,3.0,583,0
25.0,1,2,59038.0,4,2,24339.0,4,10.88,0.41,3.0,498,0
28.0,1,1,60975.0,8,3,15000.0,3,7.25,0.25,9.0,681,0
22.0,0,1,41330.0,0,4,12000.0,3,13.06,0.29,4.0,652,0
34.0,1,4,51072.0,11,3,20000.0,6,13.84,0.39,11.0,617,0
35.0,1,2,92618.0,16,2,10000.0,3,5.42,0.11,10.0,717,0
23.0,1,4,78892.0,0,3,6000.0,6,9.63,0.08,3.0,578,0
31.0,1,1,145150.0,8,2,15000.0,5,12.21,0.1,7.0,640,0
24.0,1,1,46057.0,0,3,10000.0,2,12.92,0.22,4.0,611,0
25.0,1,2,58572.0,3,3,2000.0,5,10.74,0.03,2.0,518,0
22.0,1,2,73098.0,4,2,7000.0,2,7.14,0.1,3.0,676,0
23.0,1,3,42858.0,4,3,2100.0,1,5.42,0.05,3.0,640,0
25.0,1,4,102960.0,5,2,9600.0,4,13.85,0.09,4.0,713,0
38.0,1,1,46094.0,14,1,12000.0,6,13.47,0.26,16.0,618,0
25.0,0,3,71882.0,2,4,5000.0,4,6.17,0.07,2.0,634,0
37.0,0,2,95790.0,14,3,6000.0,5,10.0,0.06,16.0,654,0
24.0,1,3,37290.0,1,3,5000.0,3,10.6,0.13,3.0,604,0
22.0,1,3,60747.0,0,3,25000.0,1,10.36,0.41,2.0,634,0
31.0,1,4,183665.0,8,2,15000.0,3,8.49,0.08,7.0,652,0
22.0,1,2,89678.0,2,3,12600.0,3,10.65,0.14,3.0,648,0
34.0,0,3,75533.0,12,2,28000.0,1,11.71,0.37,7.0,700,0
23.0,1,3,54931.0,5,3,11200.0,3,10.59,0.2,2.0,692,0
26.0,1,2,39424.0,4,3,12000.0,2,8.94,0.3,3.0,578,0
23.0,0,2,66865.0,2,3,16700.0,6,10.37,0.25,3.0,628,0
23.0,1,2,50285.0,0,3,4700.0,3,7.9,0.09,2.0,637,0
23.0,1,2,124462.0,1,2,16750.0,5,11.01,0.13,2.0,569,0
29.0,1,1,70723.0,11,2,15900.0,6,11.01,0.22,6.0,665,0
24.0,0,2,34450.0,4,1,9000.0,6,10.83,0.26,3.0,562,0
22.0,1,3,18729.0,0,3,3000.0,6,9.91,0.16,3.0,561,0
28.0,0,2,57659.0,7,3,5000.0,2,11.67,0.09,5.0,685,0
24.0,0,3,68027.0,1,2,3445.0,3,10.39,0.05,3.0,573,0
27.0,0,2,81402.0,0,2,24250.0,6,14.96,0.3,8.0,698,0
25.0,1,2,61090.0,0,3,12000.0,6,7.83,0.2,4.0,662,0
24.0,0,2,35733.0,0,3,2500.0,3,10.99,0.07,3.0,603,0
28.0,1,3,76605.0,7,2,13500.0,1,13.23,0.18,5.0,604,0
24.0,1,1,70788.0,0,2,15700.0,5,7.9,0.22,3.0,632,0
28.0,0,2,58289.0,2,3,2500.0,6,8.49,0.04,5.0,635,0
30.0,1,1,98707.0,9,4,18000.0,3,10.75,0.18,5.0,538,0
43.0,1,4,70440.0,22,2,9000.0,6,13.22,0.13,14.0,691,0
25.0,1,3,112249.0,3,3,12000.0,5,13.12,0.11,2.0,655,0
23.0,1,2,84954.0,4,3,15000.0,3,13.43,0.18,4.0,709,0
21.0,1,1,71844.0,1,2,5600.0,3,11.49,0.08,4.0,631,0
25.0,1,4,32418.0,0,3,2300.0,1,11.11,0.07,2.0,560,0
23.0,0,2,123128.0,0,4,30000.0,2,16.77,0.24,2.0,679,0
23.0,1,3,46937.0,0,2,3000.0,5,11.01,0.06,2.0,611,0
31.0,1,4,363682.0,7,2,35000.0,5,13.81,0.1,10.0,716,0
23.0,0,3,108999.0,0,2,15000.0,3,6.03,0.14,3.0,638,0
33.0,1,2,31182.0,10,3,8000.0,6,11.01,0.26,8.0,665,0
30.0,1,2,78995.0,10,3,20000.0,4,11.99,0.25,8.0,675,0
35.0,0,2,31098.0,12,3,6150.0,5,11.58,0.2,12.0,618,0
23.0,0,3,56040.0,0,3,18250.0,3,10.75,0.33,2.0,590,0
30.0,1,2,122179.0,5,2,12000.0,2,10.23,0.1,8.0,655,0
26.0,1,1,78961.0,0,2,9250.0,2,11.01,0.12,2.0,577,0
24.0,1,3,42973.0,2,2,7775.0,2,11.01,0.18,2.0,621,0
27.0,1,2,19892.0,3,3,2800.0,2,10.65,0.14,7.0,655,0
27.0,1,2,51771.0,1,3,10000.0,5,16.49,0.19,6.0,675,0
22.0,1,1,44093.0,1,3,10000.0,1,15.27,0.23,2.0,590,0
29.0,0,4,52670.0,7,3,8000.0,2,14.74,0.15,5.0,714,0
29.0,0,1,151914.0,9,3,9102.0,2,16.5,0.06,8.0,645,0
21.0,0,1,41365.0,0,2,7200.0,3,6.76,0.17,2.0,552,0
28.0,1,1,63808.0,7,3,10800.0,2,7.88,0.17,8.0,597,0
25.0,1,2,51303.0,2,3,10000.0,6,13.8,0.19,2.0,630,0
37.0,0,5,59285.0,13,3,5000.0,1,10.54,0.08,12.0,665,0
34.0,1,4,131650.0,11,4,15000.0,4,13.61,0.11,7.0,733,0
23.0,1,3,353943.0,1,2,15000.0,6,8.9,0.04,4.0,649,0
34.0,0,3,79392.0,10,2,12300.0,5,11.01,0.15,10.0,712,0
29.0,0,3,71865.0,6,3,23663.0,5,15.6,0.33,8.0,653,0
25.0,1,1,69344.0,4,3,15000.0,6,13.85,0.22,4.0,677,0
23.0,0,3,73430.0,2,3,7000.0,5,11.13,0.1,4.0,597,0
28.0,0,3,83531.0,4,2,10000.0,5,9.88,0.12,8.0,659,0
23.0,0,1,96763.0,0,2,25000.0,6,10.25,0.26,4.0,675,0
37.0,0,1,51730.0,13,3,8000.0,5,12.69,0.15,15.0,656,0
28.0,1,5,42798.0,5,3,4250.0,1,16.96,0.1,6.0,637,0
23.0,1,2,69608.0,0,2,16117.0,2,15.43,0.23,3.0,689,0
25.0,1,3,74314.0,2,3,25000.0,2,16.62,0.34,3.0,623,0
27.0,0,4,45521.0,5,3,5775.0,3,14.91,0.13,7.0,595,0
25.0,0,2,66809.0,3,2,6500.0,4,10.99,0.1,2.0,589,0
23.0,0,4,59153.0,0,3,12000.0,6,7.42,0.2,3.0,610,0
26.0,0,3,68386.0,1,3,20000.0,5,17.29,0.29,5.0,634,0
22.0,0,4,61592.0,1,2,8000.0,2,10.59,0.13,4.0,692,0
24.0,0,2,79294.0,3,2,5153.0,6,10.45,0.06,4.0,624,0
21.0,0,3,11953.0,0,3,2000.0,4,15.99,0.17,3.0,675,0
29.0,1,2,51431.0,7,2,6000.0,3,11.49,0.12,9.0,693,0
30.0,0,3,38363.0,5,3,4000.0,5,11.76,0.1,8.0,678,0
30.0,1,4,97550.0,10,3,10000.0,1,7.99,0.1,6.0,515,0
25.0,0,1,62031.0,1,3,3000.0,5,12.48,0.05,2.0,587,0
22.0,1,3,30780.0,0,3,2000.0,1,13.83,0.06,4.0,635,0
38.0,0,1,37323.0,19,3,5000.0,1,13.48,0.13,12.0,650,0
23.0,1,1,39713.0,1,3,10000.0,6,8.52,0.25,3.0,654,0
22.0,1,4,48104.0,2,3,6000.0,4,13.22,0.12,2.0,620,0
26.0,0,1,40358.0,2,3,3000.0,1,10.75,0.07,2.0,641,0
22.0,1,2,30740.0,0,3,2400.0,6,13.61,0.08,4.0,676,0
25.0,1,2,56100.0,4,3,9500.0,2,11.01,0.17,3.0,644,0
27.0,0,3,58700.0,5,4,14000.0,1,11.01,0.24,8.0,592,0
32.0,1,1,15301.0,9,3,6075.0,5,12.42,0.4,8.0,661,0
28.0,0,1,51385.0,6,4,12000.0,2,11.86,0.23,6.0,665,0
22.0,1,3,63210.0,1,2,9750.0,6,13.06,0.15,2.0,664,0
24.0,1,1,120913.0,1,3,10000.0,3,7.51,0.08,3.0,622,0
32.0,1,2,44292.0,9,3,15396.0,1,11.42,0.35,11.0,691,0
36.0,1,4,173324.0,12,2,7865.0,2,12.18,0.05,11.0,676,0
25.0,1,2,38493.0,5,2,12250.0,3,11.36,0.32,3.0,577,0
28.0,0,3,58246.0,2,3,10000.0,6,10.08,0.17,6.0,628,0
25.0,1,3,96922.0,3,4,2700.0,3,10.59,0.03,4.0,643,0
22.0,0,4,39454.0,4,3,14000.0,2,12.23,0.35,3.0,580,0
24.0,0,2,102809.0,2,2,7500.0,6,12.07,0.07,2.0,673,0
29.0,1,1,173913.0,6,2,16000.0,1,6.62,0.09,6.0,687,0
26.0,0,2,80263.0,3,3,15000.0,3,16.02,0.19,2.0,632,0
27.0,1,1,38493.0,5,3,6000.0,3,6.62,0.16,10.0,567,0
22.0,0,4,47824.0,3,3,6600.0,2,11.01,0.14,2.0,647,0
25.0,1,1,28392.0,3,3,6000.0,2,13.35,0.21,4.0,645,0
22.0,1,3,37016.0,0,4,3000.0,3,10.36,0.08,2.0,564,0
44.0,0,3,145476.0,18,2,17571.0,6,9.83,0.12,15.0,689,0
25.0,1,1,59624.0,0,2,7000.0,6,7.59,0.12,5.0,643,0
24.0,1,3,97273.0,0,2,24000.0,5,16.22,0.25,3.0,662,0
28.0,1,1,117457.0,8,2,14577.0,1,13.72,0.12,8.0,699,0
31.0,1,2,80385.0,8,3,10500.0,4,12.69,0.13,10.0,597,0
32.0,0,5,122116.0,7,2,3375.0,6,14.79,0.03,8.0,609,0
37.0,1,2,55132.0,14,4,10800.0,1,6.03,0.2,14.0,704,0
34.0,0,2,45940.0,9,2,12000.0,2,11.01,0.26,7.0,667,0
24.0,0,2,59873.0,0,3,14000.0,6,11.71,0.23,3.0,630,0
34.0,1,2,270512.0,11,2,25000.0,1,15.41,0.09,9.0,731,0
23.0,1,3,29158.0,2,3,3000.0,6,13.23,0.1,2.0,690,0
22.0,0,3,51374.0,0,3,5000.0,2,7.68,0.1,4.0,572,0
22.0,1,3,67015.0,0,3,6800.0,6,11.99,0.1,2.0,623,0
26.0,1,1,112566.0,1,2,8000.0,5,6.99,0.07,2.0,565,0
26.0,1,2,46818.0,2,3,9100.0,1,15.37,0.19,2.0,672,0
27.0,0,1,65827.0,1,3,5000.0,5,11.99,0.08,10.0,679,0
39.0,1,1,115223.0,17,4,8000.0,4,12.69,0.07,14.0,675,0
30.0,0,2,133001.0,7,2,25000.0,6,10.67,0.19,8.0,644,0
23.0,0,3,65757.0,0,3,6000.0,5,16.07,0.09,3.0,613,0
23.0,1,3,103182.0,0,2,15000.0,3,12.84,0.15,3.0,659,0
23.0,0,2,42416.0,2,3,7000.0,3,10.99,0.17,4.0,660,0
31.0,1,3,74592.0,11,3,2500.0,2,6.62,0.03,10.0,662,0
25.0,1,1,42105.0,7,3,5925.0,4,11.11,0.14,4.0,590,0
28.0,1,3,95109.0,8,3,5000.0,4,14.27,0.05,6.0,622,0
25.0,0,3,47387.0,2,3,3000.0,5,7.38,0.06,3.0,636,0
23.0,1,3,51606.0,0,2,8500.0,6,7.74,0.16,3.0,594,0
35.0,0,2,97296.0,14,2,7754.0,6,9.82,0.08,7.0,643,0
25.0,1,2,541131.0,3,2,35000.0,5,11.11,0.06,4.0,532,0
24.0,0,2,22717.0,0,4,2774.0,3,7.7,0.12,3.0,660,0
25.0,1,1,50539.0,4,3,5000.0,6,10.83,0.1,3.0,584,0
28.0,0,5,85970.0,9,2,20000.0,3,11.01,0.23,8.0,549,0
24.0,1,1,66181.0,1,3,2500.0,2,11.14,0.04,2.0,655,0
29.0,1,4,35407.0,6,3,4000.0,1,13.92,0.11,10.0,588,0
24.0,0,1,92185.0,2,3,10000.0,5,16.0,0.11,2.0,647,0
28.0,0,3,88503.0,9,2,15000.0,3,11.83,0.17,7.0,663,0
28.0,1,3,99133.0,5,2,3000.0,6,12.42,0.03,5.0,682,0
24.0,0,3,83852.0,0,2,15000.0,6,13.48,0.18,3.0,631,0
